folder,2025-26,2024-25,2023-24,2022-23,2021-22,2020-21,2019-20,2018-19,2017-18,2016-17,2015-16,2014-15,2013-14,2012-13,2011-12,2010-11,2009-10,2008-09,2007-08,2006-07,2005-06,2004-05,2003-04,2002-03,2001-02
30105-ark-fort-smith,28,29,29,28,25,9,29,28,31,29,29,29,26,26,0,0,0,0,0,0,0,0,0,0,0
30111-covenant,25,24,24,26,22,23,26,26,26,25,25,0,25,24,19,12,3,1,0,0,0,0,0,0,0
30114-penn-st-abington,27,26,28,24,24,0,23,26,26,26,25,28,21,25,24,0,0,0,0,0,0,0,0,0,0
30118-dominican-ca,29,34,30,29,28,7,28,28,30,28,29,26,27,26,28,0,0,0,0,0,0,0,0,0,0
30119-ohio-dominican,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30120-william-jewell,26,26,28,30,26,23,28,27,26,27,29,27,27,28,8,0,0,0,0,0,0,0,0,0,0
30123-academy-of-art,0,28,26,25,29,7,26,25,28,28,33,29,31,32,0,0,0,0,0,0,0,0,0,0,0
30124-cedarville,31,29,27,26,29,25,29,30,30,30,30,31,28,30,0,0,0,0,0,0,0,0,0,0,0
30125-minot-st,30,30,32,28,26,14,27,29,27,29,29,29,28,27,26,0,0,0,0,0,0,0,0,0,0
30126-notre-dame-oh,0,0,30,29,29,18,31,29,32,28,30,32,27,26,28,0,0,0,0,0,0,0,0,0,0
30127-simon-fraser,29,27,31,23,26,0,31,28,29,34,27,28,30,31,0,0,0,0,0,0,0,0,0,0,0
30128-sioux-falls,29,31,27,28,28,14,32,31,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30134-black-hills-st,29,29,27,31,28,23,28,27,32,26,29,27,29,26,23,32,0,0,0,0,0,0,0,0,0
30135-california-baptist,34,31,32,35,32,27,31,30,29,38,32,36,0,0,0,0,0,0,0,0,0,0,0,0,0
30136-lindenwood-mo,33,33,28,26,27,20,28,29,33,30,29,27,27,25,27,0,0,0,0,0,0,0,0,0,0
30137-malone,32,30,30,31,27,21,30,29,26,30,27,26,31,26,0,0,0,0,0,0,0,0,0,0,0
30138-mckendree,27,26,29,28,26,21,28,28,26,28,29,26,23,26,30,0,0,0,0,0,0,0,0,0,0
30139-south-dakota-mines,28,27,28,28,28,19,27,26,29,28,24,24,26,25,25,29,30,29,29,31,29,32,0,0,0
30140-ursuline,27,28,28,29,26,21,28,28,29,31,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0
30141-walsh,30,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30146-azusa-pacific,33,29,33,31,29,17,30,34,32,30,32,29,0,0,0,0,0,0,0,0,0,0,0,0,0
30147-fresno-pacific,27,28,30,27,24,12,30,29,28,28,25,25,26,25,0,0,0,0,0,0,0,0,0,0,0
30149-point-loma,30,31,31,30,29,14,29,30,30,30,29,32,28,0,0,0,0,0,0,0,0,0,0,0,0
30150-roberts-wesleyan,24,24,24,23,30,19,28,32,30,34,36,27,29,30,35,0,0,0,0,0,0,0,0,0,0
30151-shorter,29,28,28,27,22,20,26,27,26,26,28,30,26,0,0,0,0,0,0,0,0,0,0,0,0
30152-southern-nazarene,27,31,33,32,30,20,27,30,26,27,25,26,26,31,34,0,0,0,0,0,0,0,0,0,0
30153-union-tn,35,36,33,31,31,25,31,31,36,29,32,32,31,31,0,0,0,0,0,0,0,0,0,0,0
30154-young-harris,30,31,30,29,27,12,29,28,29,26,26,26,26,26,26,24,0,0,0,0,0,0,0,0,0
30160-houghton,31,29,28,29,25,3,25,25,26,25,25,25,25,26,0,0,0,0,0,0,0,0,0,0,0
30163-sarah-lawrence,26,25,25,23,23,4,25,25,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30164-southern-va,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30165-suny-canton,26,27,27,26,25,4,25,26,26,25,24,22,24,21,22,0,0,0,0,0,0,0,0,0,0
30166-valley-forge,22,24,24,23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30170-alfred-st,27,26,25,23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30171-berea,26,26,28,29,28,0,29,28,27,29,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0
30174-daemen,30,30,31,25,27,17,28,28,29,26,26,29,26,33,31,0,0,0,0,0,0,0,0,0,0
30175-holy-names,0,0,0,27,26,0,26,28,28,26,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30177-lubbock-christian,31,37,31,35,35,23,31,37,33,30,35,28,0,0,0,0,0,0,0,0,0,0,0,0,0
30178-northwestern-okla,32,30,31,26,29,20,28,30,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30179-okla-christian,27,26,26,26,23,15,27,28,28,29,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0
30180-rogers-st,28,28,28,28,28,22,28,28,27,28,26,26,26,34,34,33,32,32,31,0,0,0,0,0,0
30181-uva-wise,29,28,29,29,28,20,28,29,27,32,28,30,28,0,0,0,0,0,0,0,0,0,0,0,0
30188-bryn-athyn,0,28,25,24,23,4,25,24,25,26,26,25,22,0,0,0,0,0,0,0,0,0,0,0,0
30190-penn-college,27,26,26,26,23,0,24,25,24,25,22,25,25,0,0,0,0,0,0,0,0,0,0,0,0
30192-southern-wesleyan,28,28,29,29,28,17,27,28,25,25,28,31,33,3,4,2,0,0,0,0,0,0,0,0,0
30193-emmanuel-ga,28,28,28,24,28,17,30,31,30,30,32,30,37,0,0,0,0,0,0,0,0,0,0,0,0
30197-belhaven,26,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30198-cal-st-san-marcos,27,28,34,31,26,0,30,28,26,25,25,32,33,32,33,0,0,0,0,0,0,0,0,0,0
30199-concordia-ca,28,27,27,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302-illinois-chicago,32,33,34,36,27,19,29,29,30,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30202-okla-baptist,28,29,29,30,28,21,28,28,29,26,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30209-westminster-ut,26,27,28,30,26,19,31,30,26,26,26,29,29,33,32,35,34,34,33,0,0,0,0,0,0
30219-dean,25,25,24,23,19,0,25,26,25,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30220-biola,27,29,29,28,29,13,30,28,26,31,31,33,31,33,33,0,0,0,0,0,0,0,0,0,0
30221-davenport,28,28,28,28,28,20,28,27,28,35,34,33,36,37,35,38,34,34,34,0,0,0,0,0,0
30222-purdue-northwest,28,28,29,29,26,19,28,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30236-warren-wilson,25,24,26,13,23,7,22,29,26,29,29,28,26,18,0,0,0,0,0,0,0,0,0,0,0
30240-allen,28,27,27,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30243-asbury,31,31,29,30,28,20,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30244-edward-waters,29,25,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30259-usc-beaufort,28,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30260-westmont,30,29,28,29,31,16,30,32,33,34,33,34,30,33,35,30,31,31,30,30,30,29,31,33,11
30262-jessup,27,28,29,26,30,18,32,31,29,26,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30263-vanguard,31,26,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30266-uc-merced,29,26,27,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30267-jamestown,26,30,32,31,31,26,31,30,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303-immaculata,28,26,26,27,27,2,26,27,25,26,25,27,28,0,0,0,0,0,0,0,0,0,0,0,0
305-indiana-state,32,32,32,30,31,20,30,30,30,30,30,30,32,0,0,0,0,0,0,0,0,0,0,0,0
306-indiana,32,33,32,32,33,27,32,34,37,34,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307-indiana-pa,35,31,29,28,30,0,31,34,34,31,30,29,28,32,30,0,0,0,0,0,0,0,0,0,0
308-purdue-fort-wayne,35,33,36,28,28,23,29,29,28,29,30,30,30,30,30,31,30,30,30,29,28,0,0,0,0
309-uindy,28,28,28,30,27,22,29,28,28,30,30,28,32,29,30,0,0,0,0,0,0,0,0,0,0
310-iona,32,32,30,33,27,15,30,31,30,31,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0
31091-spring-hill,28,28,24,26,28,8,29,28,28,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0
311-iowa-state,32,35,33,32,35,28,29,35,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312-iowa,7,34,39,39,32,30,30,34,31,33,33,34,0,0,0,0,0,0,0,0,0,0,0,0,0
313-ithaca,25,27,27,29,29,0,29,31,29,29,27,29,33,30,0,0,0,0,0,0,0,0,0,0,0
314-jackson-st,31,31,33,31,30,23,29,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315-jacksonville-st,32,30,29,30,32,24,30,30,31,28,27,29,32,27,29,0,0,0,0,0,0,0,0,0,0
316-jacksonville,33,31,31,28,29,21,30,30,25,32,32,28,29,0,29,32,0,0,0,0,0,0,0,0,0
317-james-madison,35,35,35,34,29,24,29,35,34,35,33,33,35,36,37,34,33,34,34,32,31,0,0,0,0
319-new-jersey-city,25,26,28,29,23,11,27,25,21,25,24,25,25,25,25,0,0,0,0,0,0,0,0,0,0
32-arkansas-little-rock,31,30,30,31,27,26,31,32,33,34,33,34,30,33,32,31,34,33,32,31,28,0,0,0,0
320-john-carroll,31,26,26,26,28,15,28,28,26,25,26,27,27,27,25,0,0,0,0,0,0,0,0,0,0
321-john-jay,27,27,27,28,25,0,27,26,25,27,26,25,25,26,25,27,0,0,0,0,0,0,0,0,0
322-johns-hopkins,29,29,30,28,27,0,26,28,27,25,25,25,26,27,29,28,25,27,23,0,30,26,28,28,27
323-johnson-c-smith,25,27,26,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326-kalamazoo,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327-kansas-state,37,33,34,36,33,27,29,33,34,34,32,33,30,37,34,32,32,33,32,34,0,0,0,0,0
328-kansas,36,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329-kean,22,27,27,26,25,10,26,28,24,25,26,25,30,23,28,29,31,30,32,31,29,25,27,27,29
330-keene-st,29,27,25,23,24,10,26,25,26,29,29,29,26,26,29,26,14,16,0,0,0,0,0,0,0
331-kent-state,31,33,32,32,31,20,30,33,32,32,29,30,30,30,22,0,0,0,0,0,0,0,0,0,0
332-kentucky-st,27,27,28,27,23,9,26,30,28,26,24,28,27,23,27,0,0,0,0,0,0,0,0,0,0
333-ky-wesleyan,27,26,28,30,29,24,31,32,27,27,27,29,29,29,30,0,0,0,0,0,0,0,0,0,0
334-kentucky,0,0,32,31,31,27,30,33,32,33,33,34,35,0,0,0,0,0,0,0,0,0,0,0,0
335-kenyon,25,24,26,26,26,0,26,26,27,27,27,25,26,28,27,27,27,0,0,0,0,0,0,0,0
336-kings-pa,25,25,25,25,26,0,27,26,26,24,25,25,25,27,30,0,0,0,0,0,0,0,0,0,0
337-knox,26,25,27,28,24,3,26,25,25,23,23,23,23,23,23,0,0,0,0,0,0,0,0,0,0
339-kutztown,29,34,30,30,33,0,29,31,30,31,26,28,28,28,28,0,0,0,0,0,0,0,0,0,0
340-lasalle,33,33,30,31,28,26,30,31,30,30,30,31,30,29,31,0,0,0,0,0,0,0,0,0,0
341-la-verne,25,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342-lafayette,30,31,30,29,30,13,29,31,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344-lake-forest,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345-lake-superior-st,29,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346-lamar,31,30,31,32,29,24,29,31,30,30,31,30,31,33,31,33,34,31,32,30,27,0,0,0,0
347-lane,28,28,27,25,26,0,27,31,27,27,27,25,22,25,24,0,0,0,0,0,0,0,0,0,0
348-lawrence,27,26,26,25,22,0,25,24,25,21,23,20,20,13,14,0,0,0,0,0,0,0,0,0,0
349-le-moyne,33,31,33,28,25,0,28,32,28,28,27,31,28,26,26,26,27,28,28,28,28,28,25,28,0
35-ashland,27,36,33,37,32,25,30,32,37,37,33,34,27,38,34,29,0,0,0,0,0,0,0,0,0
350-lemoyne-owen,24,30,26,28,24,0,28,25,23,28,26,27,24,27,25,0,0,0,0,0,0,0,0,0,0
351-lebanon-valley,26,26,26,26,26,11,25,27,28,26,27,30,28,29,30,0,0,0,0,0,0,0,0,0,0
352-lehigh,32,27,30,31,30,16,30,31,30,30,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0
354-lewis,30,30,32,32,31,22,31,32,32,32,31,34,29,30,28,0,0,0,0,0,0,0,0,0,0
355-liberty,31,33,34,33,33,0,0,32,34,30,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0
356-lincoln-mo,27,26,28,28,28,22,28,28,27,26,28,26,26,27,28,0,0,0,0,0,0,0,0,0,0
357-lincoln-pa,27,29,25,28,30,4,29,31,29,29,25,31,28,28,29,0,0,0,0,0,0,0,0,0,0
358-west-alabama,26,26,28,29,28,18,26,29,29,29,26,26,27,29,1,0,0,0,0,0,0,0,0,0,0
359-livingstone,28,28,23,28,28,0,28,30,26,27,26,28,27,0,29,26,0,0,0,0,0,0,0,0,0
36-assumption,28,33,31,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360-lock-haven,28,29,33,28,28,0,28,29,26,26,27,27,26,26,25,0,0,0,0,0,0,0,0,0,0
361-long-island,32,30,30,29,27,18,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363-longwood,31,34,30,30,34,25,30,30,30,30,30,30,30,33,0,0,0,0,0,0,0,0,0,0,0
364-loras,25,25,27,29,27,13,29,28,27,27,26,26,28,0,0,0,0,0,0,0,0,0,0,0,0
365-lsu,6,39,38,30,0,22,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366-louisiana-tech,33,32,33,32,33,24,30,30,31,32,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367-louisville,37,31,34,10,34,30,32,36,39,37,34,0,0,38,0,0,0,0,0,0,0,0,0,0,0
368-umass-lowell,29,28,29,27,27,21,31,29,30,29,28,29,28,27,27,26,24,0,0,0,0,0,0,0,0
369-loyola-maryland,30,30,31,31,29,13,30,31,30,31,32,30,30,8,0,0,0,0,0,0,0,0,0,0,0
37-auburn,0,0,32,31,28,24,29,32,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370-loyola-marymount,31,30,30,30,30,26,31,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371-loyola-chicago,34,30,31,30,30,27,29,31,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372-luther,27,27,26,27,27,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373-lycoming,25,25,25,25,25,6,26,27,25,26,26,25,25,25,24,24,0,23,24,25,0,0,0,0,0
374-lynchburg,25,24,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376-macalester,24,25,25,25,26,4,25,25,25,25,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0
377-macmurray,25,29,26,0,0,0,25,25,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378-maine-maritime,27,28,27,29,24,3,26,26,28,26,27,26,27,26,27,27,26,0,0,0,0,0,0,0,0
379-me-farmington,29,25,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38-augsburg,25,25,23,25,27,6,27,27,24,26,25,27,25,25,25,0,0,0,0,0,0,0,0,0,0
380-maine,32,31,34,30,32,20,32,33,33,34,35,33,32,28,31,31,0,0,0,0,0,0,0,0,0
381-manhattan,31,31,29,33,32,20,29,31,31,30,31,30,30,0,0,0,0,0,0,0,0,0,0,0,0
382-manhattanville,27,25,27,25,27,0,26,25,25,25,26,25,25,24,24,26,27,29,25,26,25,0,0,0,0
383-minnesota-st,32,33,37,31,28,16,29,27,30,27,27,31,29,32,29,26,28,34,32,28,28,27,28,0,0
384-mansfield,28,27,28,26,26,0,28,26,29,26,26,26,26,26,26,0,0,0,0,0,0,0,0,0,0
385-marietta,26,26,28,30,28,12,27,27,29,27,25,26,25,26,26,0,0,0,0,0,0,0,0,0,0
386-marist,31,31,31,30,29,22,30,33,34,32,32,33,0,0,0,0,0,0,0,0,0,0,0,0,0
387-marquette,30,30,32,32,34,26,32,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388-marshall,37,35,33,31,28,19,30,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389-mary-baldwin,24,0,25,21,25,10,25,27,25,25,24,25,25,24,25,26,7,3,0,0,0,0,0,0,0
39-augusta,31,29,31,29,27,13,29,28,26,26,33,27,26,27,0,0,0,0,0,0,0,0,0,0,0
390-mary-washington,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391-umbc,32,29,29,29,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392-maryland,33,32,29,35,32,29,32,34,34,35,35,37,0,0,0,0,0,0,0,0,0,0,0,0,0
393-maryland-eastern-shore,35,31,30,30,27,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394-marymount-va,26,24,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395-maryville-mo,32,31,30,28,27,22,28,28,24,27,25,29,31,29,31,0,0,0,0,0,0,0,0,0,0
396-maryville-tn,25,26,26,27,25,14,28,27,27,28,30,30,29,29,0,0,0,0,0,0,0,0,0,0,0
397-marywood,27,27,24,25,23,0,25,27,28,27,28,27,26,0,0,0,0,0,0,0,0,0,0,0,0
398-mit,26,28,27,27,22,0,27,29,28,26,26,26,26,24,24,0,0,0,0,0,0,0,0,0,0
4-adrian,25,26,24,26,25,19,25,25,24,24,24,25,25,24,24,25,0,0,0,0,0,0,0,0,0
40-augustana-il,25,25,27,28,25,10,27,26,25,26,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0
400-massachusetts,30,30,32,16,33,24,31,32,29,28,30,30,31,29,29,30,0,0,0,0,0,0,0,0,0
401-umass-boston,26,26,23,26,23,0,25,26,29,25,27,28,26,26,26,25,4,5,0,0,0,0,0,0,0
402-mcneese-state,35,31,31,31,28,22,29,29,30,31,33,32,33,36,0,0,0,0,0,0,0,0,0,0,0
403-medgar-evers,24,21,22,23,0,0,24,25,25,26,25,25,25,26,24,0,0,0,0,0,0,0,0,0,0
404-memphis,31,30,30,33,28,19,31,31,30,30,31,31,29,32,0,0,0,0,0,0,0,0,0,0,0
405-menlo,27,27,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406-mercer,30,30,32,28,30,26,31,33,33,32,33,35,31,32,0,0,0,0,0,0,0,0,0,0,0
407-mercy,31,28,30,27,27,9,27,28,28,26,28,28,26,26,0,0,0,0,0,0,0,0,0,0,0
408-mercyhurst,32,27,29,28,28,17,28,28,28,31,28,28,26,27,0,0,0,0,0,0,0,0,0,0,0
409-meredith,26,25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41-augustana-sd,28,28,27,31,24,17,28,33,33,31,32,31,28,35,31,0,0,0,0,0,0,0,0,0,0
410-merrimack,32,31,31,31,26,15,29,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411-messiah,29,28,29,29,27,11,29,30,30,28,27,26,29,0,0,0,0,0,0,0,0,0,0,0,0
412-methodist,26,27,27,25,25,12,25,25,25,26,24,26,27,26,27,0,0,0,0,0,0,0,0,0,0
413-msu-denver,29,28,27,30,31,18,29,29,32,30,28,26,27,31,31,0,0,0,0,0,0,0,0,0,0
414-miami-ohio,35,31,29,31,29,24,31,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415-miami,5,28,31,35,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416-michigan-state,32,32,31,30,30,24,30,33,33,33,34,31,0,0,0,0,0,0,0,0,0,0,0,0,0
417-michigan-tech,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418-michigan,35,32,34,33,32,22,32,34,33,37,35,35,34,33,32,30,35,30,33,30,29,0,0,0,0
419-middle-tennessee,33,35,35,33,35,25,30,32,31,34,33,34,0,0,0,0,0,0,0,0,0,0,0,0,0
42-aurora,27,25,27,26,24,8,26,25,26,25,28,26,26,25,25,0,0,0,0,0,0,0,0,0,0
420-middlebury,24,25,26,26,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422-miles,31,29,30,29,26,11,28,26,30,24,29,25,24,25,0,0,0,0,0,0,0,0,0,0,0
423-millersville,29,29,30,30,27,0,27,28,30,29,28,27,27,29,27,0,0,0,0,0,0,0,0,0,0
424-millikin,25,27,29,29,30,14,26,25,25,25,25,25,25,24,26,0,0,0,0,0,0,0,0,0,0
426-millsaps,29,27,29,27,24,14,27,27,26,24,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427-minn-duluth,32,28,29,36,29,16,32,30,27,28,26,27,27,0,0,0,0,0,0,0,0,0,0,0,0
428-minnesota,33,36,36,27,33,21,31,32,33,31,32,33,0,0,0,0,0,0,0,0,0,0,0,0,0
429-mississippi-college,27,29,28,27,28,12,27,26,26,26,25,26,25,25,26,0,0,0,0,0,0,0,0,0,0
43-austin-peay,33,31,33,29,33,23,30,30,30,30,30,30,29,28,31,33,0,0,0,0,0,0,0,0,0
430-mississippi-state,31,32,35,33,29,19,33,36,39,39,36,34,36,30,30,30,34,33,31,32,0,0,0,0,0
431-muw,24,25,22,18,18,3,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432-mississippi-val,0,0,0,0,5,20,29,30,30,30,29,30,30,32,0,0,0,0,0,0,0,0,0,0,0
432-mississippi-valley-state,31,31,31,25,27,20,29,30,30,30,29,30,30,32,0,0,0,0,0,0,0,0,0,0,0
433-mississippi,36,30,56,34,32,27,30,31,31,29,30,29,32,29,30,29,32,32,29,35,29,0,0,0,0
434-missouri,34,32,30,32,31,22,31,35,32,33,32,33,31,30,5,0,0,0,0,0,0,0,0,0,0
435-missouri-s&t,26,27,30,29,27,21,27,25,26,26,25,26,27,28,27,28,28,29,31,28,28,26,0,0,0
436-missouri-st-louis,31,28,29,26,29,20,29,27,27,28,27,28,29,27,0,0,0,0,0,0,0,0,0,0,0
437-molloy,30,31,27,25,27,9,31,28,28,33,29,27,28,0,0,0,0,0,0,0,0,0,0,0,0
438-monmouth-il,25,25,25,25,24,0,28,27,25,23,23,23,25,25,26,0,0,0,0,0,0,0,0,0,0
439-monmouth,33,31,32,34,30,18,31,31,31,31,31,31,33,0,0,0,0,0,0,0,0,0,0,0,0
44-averett,24,25,26,25,25,12,27,27,27,27,26,26,25,26,26,0,0,0,0,0,0,0,0,0,0
